"","disc_number","duration_ms.x","href","name","popularity","album.release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"125",1,713191,"https://api.spotify.com/v1/tracks/03sEzk1VyrUZSgyhoQR0LZ","Pneuma",67,"2019-08-30",0.417,0.529,9,-9.338,0,0.0315,0.00211,0.755,0.11,0.0561,114.116
"126",1,147330,"https://api.spotify.com/v1/tracks/03siLs0seaLpX1RKaPRomb","SMASH",47,"2019-04-20",0.858,0.62,2,-6.882,1,0.377,0.0138,0,0.18,0.616,132.047
"127",1,180656,"https://api.spotify.com/v1/tracks/03sJaTenPLeRaVUISW6pI5","Pink Noise - BP 240 hz",66,"2017-11-24",0,0.00172,4,-27.848,0,0,0.42,0.399,0.11,0,0
"128",2,197533,"https://api.spotify.com/v1/tracks/03T4ttRCiLXST6MZjeMwmR","Orphans",72,"2019-11-22",0.503,0.808,11,-5.051,0,0.045,0.0254,0.00162,0.557,0.283,107.975
"129",1,142497,"https://api.spotify.com/v1/tracks/03ThZweiBWFP8tOGsk6QMO","Russian Cream",64,"2018-02-02",0.867,0.774,11,-5.791,0,0.315,0.11,0,0.157,0.549,130.007
"130",1,263773,"https://api.spotify.com/v1/tracks/03tqyYWC9Um2ZqU0ZN849H","No Hands (feat. Roscoe Dash & Wale)",73,"2010-10-01",0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497
"131",1,200733,"https://api.spotify.com/v1/tracks/03TzvVWdkVbLT9pzewYiDw","I Don't Sleep (ft. Takeoff)",75,"2020-01-31",0.587,0.635,8,-6.369,1,0.422,0.0785,0,0.175,0.758,82.517
"132",1,219493,"https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql","Gangnam Style (<U+AC15><U+B0A8><U+C2A4><U+D0C0><U+C77C>)",69,"2012-01-01",0.727,0.937,11,-2.871,0,0.287,0.00417,0,0.091,0.749,132.067
"133",1,166363,"https://api.spotify.com/v1/tracks/03uSlN1JqW0MI6OCl7UQEa","You Don't Know",59,"2019-08-30",0.834,0.289,2,-8.706,0,0.047,0.673,0.849,0.143,0.821,88.015
"134",1,286773,"https://api.spotify.com/v1/tracks/03VzAAMs5PrLM42XR7ijuc","Pussy Liquor",46,"2003",0.54,0.923,10,-3.965,1,0.0324,0.000347,0.00614,0.484,0.531,112.936
"135",1,165925,"https://api.spotify.com/v1/tracks/03xmrRjCk1q7WdpQSYJZPL","Wool Gloves",64,"2019-12-08",0.595,0.192,11,-11.96,1,0.0616,0.762,0.875,0.11,0.131,80.959
"136",1,152333,"https://api.spotify.com/v1/tracks/03xWMkKEbeO4SnylA53ipj","When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",68,"2010-01-01",0.673,0.42,4,-7.581,1,0.0317,0.112,0,0.0897,0.385,108.066
"137",1,213707,"https://api.spotify.com/v1/tracks/03XXbMFb0v4Yb4u26oJELG","Breathe For You",49,"2019-07-24",0.701,0.676,5,-4.483,0,0.0413,0.126,0,0.142,0.451,125.007
"138",1,100071,"https://api.spotify.com/v1/tracks/03z360vKaWHm8h86zz9l0g","Zelda's Lullaby (From ""The Legend of Zelda: Ocarina of Time"")",42,"2015-04-17",0.227,0.207,7,-11.286,1,0.0439,0.968,0.923,0.128,0.485,74.252
"139",1,234055,"https://api.spotify.com/v1/tracks/03ZkvqZOANKndGXfAAPywG","Drown",66,"2018-08-01",0.674,0.615,0,-8.188,1,0.147,0.455,0.00091,0.208,0.756,85.048
"140",1,193400,"https://api.spotify.com/v1/tracks/041N5pEFrF7gun4YOPUWfJ","Creo Que Voy a Llorar",54,"1990-06-01",0.496,0.364,0,-13.686,1,0.0265,0.31,0.00117,0.105,0.326,78.793
"141",1,285053,"https://api.spotify.com/v1/tracks/043dDJ9u0PQ3ooAXMgcwOe","MOOO!",68,"2019-03-01",0.869,0.532,7,-7.186,1,0.23,0.517,0,0.103,0.509,89.004
"142",1,233280,"https://api.spotify.com/v1/tracks/044qU7kwVZaDwzWnRsmVVL","I Dare You",61,"2017-01-13",0.752,0.543,1,-9.483,1,0.0398,0.623,0.0706,0.107,0.282,126.001
"143",1,166880,"https://api.spotify.com/v1/tracks/045NQr6Xvm5o9YFUMwbMzG","Make Out in My Car - Sufjan Stevens Version",59,"2018-05-25",0.547,0.379,5,-11.655,1,0.0308,0.973,0.0155,0.123,0.654,149.853
"144",1,290706,"https://api.spotify.com/v1/tracks/045sp2JToyTaaKyXkGejPy","Fake Plastic Trees",69,"1995-03-28",0.454,0.229,2,-12.592,1,0.0297,0.167,0.102,0.202,0.134,73.552
"145",1,163866,"https://api.spotify.com/v1/tracks/046Ya67PHTW0BHzm3ZkbCb","Street Shit",43,"2020-03-13",0.893,0.657,0,-5.917,1,0.408,0.0189,0,0.0989,0.422,140.141
"146",1,347226,"https://api.spotify.com/v1/tracks/047fCsbO4NdmwCBn8pcUXl","Marvins Room",73,"2011-11-15",0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519
"147",1,250169,"https://api.spotify.com/v1/tracks/047WmwIeerHyIUstFAEz5A","Coronao Now (Remix)",76,"2020-02-12",0.883,0.853,1,-4.773,1,0.168,0.255,0.000723,0.412,0.695,118.003
"148",1,228360,"https://api.spotify.com/v1/tracks/04aAxqtGp5pv12UXAg4pkq","Centuries",78,"2015-01-20",0.394,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.044
"149",1,162944,"https://api.spotify.com/v1/tracks/04amRUbvDaUMmE9U4Vs48E","Just Us",54,"2018-07-20",0.751,0.581,7,-4.541,1,0.0553,0.194,0,0.0982,0.334,108.967
"150",1,186315,"https://api.spotify.com/v1/tracks/04cd1MHVq1D8v1nuTZoCdv","Puntos Suspensivos",73,"2018-05-11",0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024
"151",1,264192,"https://api.spotify.com/v1/tracks/04Dp3rwaU9B34T93qbOHi6","N<U+1ED7>i Ðau Xót Xa",41,"0000",0.579,0.482,5,-8.017,0,0.0286,0.389,0,0.153,0.371,119.973
"152",1,228240,"https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY","Hot In Herre",70,"2002-06-25",0.956,0.745,11,-4.753,0,0.12,0.206,0,0.0615,0.912,107.075
"153",1,192172,"https://api.spotify.com/v1/tracks/04MLEeAMuV9IlHEsD8vF6A","No Stylist",73,"2018-09-20",0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055
"154",1,243186,"https://api.spotify.com/v1/tracks/04MoJkJzCoU9ukeewv5Vzu","Happy & Sad",63,"2018-03-30",0.642,0.657,10,-5.246,1,0.0333,0.249,0,0.111,0.658,90
"155",1,223004,"https://api.spotify.com/v1/tracks/04NGX0b5Tgs7VsErfn5OA1","Vitamin R (Leading Us Along)",55,"2004-09-21",0.481,0.88,4,-4.55,1,0.0717,0.00465,6.02e-05,0.204,0.289,95.023
"156",1,161876,"https://api.spotify.com/v1/tracks/04oG24PjVs59q72Id8wXFK","Claudia",65,"2019-02-22",0.812,0.447,11,-7.629,0,0.0765,0.552,0,0.323,0.703,125.075
"157",1,86318,"https://api.spotify.com/v1/tracks/04oQQQ1a7F43q65RTTIjWn","Be Wherever You Are",52,"2017-06-02",0.596,0.28,0,-10.596,1,0.0392,0.51,0,0.19,0.807,82.645
"158",1,288592,"https://api.spotify.com/v1/tracks/04oS27FkMKZ68VBkzx7JKN","How To Be Yours",59,"2018-03-30",0.5,0.338,6,-8.42,1,0.0331,0.619,0,0.124,0.0951,131.82
"159",1,438493,"https://api.spotify.com/v1/tracks/04QTBqa3IA4ZAKEuqRPzEH","PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean, feat. Laetitia Sadier, feat. Laetitia Sadier & Frank Ocean)",60,"2013-04-01",0.443,0.576,1,-8.696,0,0.2,0.0715,0.0193,0.41,0.128,151.835
"160",1,180933,"https://api.spotify.com/v1/tracks/04sN26COy28wTXYj3dMoiZ","Bored",75,"2017-03-30",0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959
"161",1,175333,"https://api.spotify.com/v1/tracks/04vLj9QUXoKdRlsp3gkURo","Mele Kalikimaka (Merry Christmas)",54,"1945-01-01",0.5,0.224,3,-12.431,1,0.0935,0.646,0,0.284,0.62,202.481
"162",1,224533,"https://api.spotify.com/v1/tracks/04w73SmPfQkkmEpKbcrHOL","Heaven Knows",56,"2014-03-18",0.543,0.818,2,-3.76,1,0.0447,0.0859,0,0.228,0.586,84.01
"163",1,56401,"https://api.spotify.com/v1/tracks/04w9To8oYQ7Mz8l9H0r8h9","Giant Woman",53,"2017-06-02",0.63,0.245,0,-11.683,1,0.0873,0.806,0,0.108,0.866,82.686
"164",2,199666,"https://api.spotify.com/v1/tracks/04wVYmNG2nENNrBtqqaKmD","English Suite No. 4 in F Major, BWV 809: V, VI. Menuet I and II",10,"2020-03-13",0.42,0.109,2,-23.702,0,0.0345,0.993,0.878,0.129,0.707,150.415
"165",1,195519,"https://api.spotify.com/v1/tracks/04ZTP5KsCypmtCmQg5tH9R","I'm a Mess",78,"2018-06-22",0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005
"166",1,165375,"https://api.spotify.com/v1/tracks/050ud0e5cmIYjmXplDugVQ","Ready Set (feat. Big Sean)",65,"2019-10-18",0.849,0.62,4,-5.921,0,0.0589,0.00252,0.000283,0.113,0.481,96.005
"167",1,243346,"https://api.spotify.com/v1/tracks/052C0m9kD30nZqcPWPPRqm","Haruka Kanata",64,"2012-01-18",0.316,0.951,1,-3.757,0,0.112,2.46e-05,0.189,0.17,0.255,174.895
"168",1,239080,"https://api.spotify.com/v1/tracks/052vSBPxqdmYRDlkSPiavc","Cry Baby",65,"2015-08-14",0.686,0.691,5,-4.616,0,0.0371,0.257,0,0.145,0.477,95.046
"169",1,128769,"https://api.spotify.com/v1/tracks/057sdYirt745dVbe48m7Hl","WAKA",66,"2018-11-27",0.772,0.812,0,-3.995,0,0.153,0.0834,0,0.115,0.655,97.407
"170",1,250546,"https://api.spotify.com/v1/tracks/0588kHJ34DF7ZvTyuo4Dnk","They Don't Love You No More (feat. Jay-Z, Meek Mill, Rick Ross & French Montana)",50,"2015-10-23",0.365,0.774,1,-3.701,1,0.259,0.0126,0,0.357,0.398,89.1
"171",1,112303,"https://api.spotify.com/v1/tracks/0595RLgyTuk4VlYqyYw6EB","Delta Zen",4,"2020-03-03",0.204,0.0114,8,-33.643,1,0.0395,0.992,0.949,0.114,0.0395,69.809
"172",1,231848,"https://api.spotify.com/v1/tracks/059bcIhyc2SBwm6sw2AZzd","Te Vi",81,"2018-12-14",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02
"173",1,162213,"https://api.spotify.com/v1/tracks/05And5JRQJeIaMASE5D9Nj","4Peat",59,"2017-07-14",0.914,0.515,1,-9.934,1,0.356,0.0031,0,0.105,0.215,150.016
"174",1,209920,"https://api.spotify.com/v1/tracks/05BgC2247XGi8ySwBzOO0o","Heartbeat",63,"2015-10-23",0.54,0.766,1,-4.478,1,0.05,0.606,0,0.0903,0.435,139.999
"175",1,163840,"https://api.spotify.com/v1/tracks/05bnEv2dpFzmGVLGdjD9UP","Orlando",66,"2017-08-25",0.57,0.0279,1,-22.282,1,0.0588,0.859,0.0892,0.254,0.28,84.902
"176",1,241560,"https://api.spotify.com/v1/tracks/05BOCO1cK6iNmOYhjTTQit","Zzyzx Rd. - Pop Mix",50,"2006",0.584,0.611,11,-5.739,1,0.0269,0.191,1.52e-06,0.244,0.188,79.572
"177",2,285053,"https://api.spotify.com/v1/tracks/05BTaDBhGylMDjupCczCwC","Misty Mountain Hop - Alternate Mix",51,"1971-11-08",0.488,0.892,2,-7.131,1,0.0496,0.0763,0.486,0.266,0.675,132.554
"178",1,226330,"https://api.spotify.com/v1/tracks/05CrK6Q5VGtfPDtyQFJ4Kf","Sad Song (feat. Elena Coats)",73,"2013-01-01",0.512,0.526,1,-5.44,1,0.0251,0.0724,0,0.0675,0.249,85.024
"179",1,206640,"https://api.spotify.com/v1/tracks/05ECwPnazfFGuwy6JExPPq","Queendom",48,"2018-09-28",0.523,0.544,1,-9.369,1,0.0335,0.27,0.125,0.0924,0.22,129.964
"180",1,179808,"https://api.spotify.com/v1/tracks/05eE9skzRI5S2AmWvPYd14","Back N Forth",54,"2019-11-25",0.763,0.857,7,-6.452,0,0.277,0.405,0,0.548,0.62,152.063
"181",1,428851,"https://api.spotify.com/v1/tracks/05f8Hg3RSfiPSCBQOtxl3i","When the Levee Breaks - 2012 Remaster",61,"1971-11-08",0.271,0.766,5,-8.03,1,0.0329,0.00217,0.52,0.0707,0.803,142.914
"182",1,208260,"https://api.spotify.com/v1/tracks/05fVrhFBjfElZiDfHDRxhF","Let's Shut Up & Dance",60,"2019-02-22",0.765,0.893,6,-2.891,0,0.209,0.042,0.000271,0.0331,0.715,110.051
"183",1,189036,"https://api.spotify.com/v1/tracks/05fZR8lndcDtK4EuRiJp7D","Dream 19 (pulse) - Pt. 4",0,"2020-03-06",0.106,0.00243,6,-42.132,1,0.0505,0.989,0.966,0.108,0.0465,70.413
"184",1,257786,"https://api.spotify.com/v1/tracks/05HPS9teCFZR5tSnmNwkia","Nocturne No.20 In C Sharp Minor, Op.posth.",0,"2020-03-13",0.245,0.00499,1,-32.649,0,0.0476,0.989,0.948,0.0699,0.101,73.206
"185",1,317800,"https://api.spotify.com/v1/tracks/05Iawel3maRW3mSHYmXxMZ","Can't Knock The Hustle",52,"1996-06-25",0.78,0.378,7,-11.481,1,0.464,0.197,0,0.0782,0.579,94.895
"186",1,196010,"https://api.spotify.com/v1/tracks/05IyD7K9Q4lgu8W4Xfi9Lx","Found You",61,"2017-04-04",0.478,0.634,0,-6.092,1,0.0728,0.395,0.00889,0.599,0.121,180.185
"187",1,176373,"https://api.spotify.com/v1/tracks/05j6LjbEdFWbASJUn9yOBX","Johnny Boy's Bones",53,"2015-06-02",0.443,0.616,7,-7.193,0,0.0543,0.112,0.00219,0.0834,0.574,110.028
"188",1,198693,"https://api.spotify.com/v1/tracks/05JdgtCKkZ5CoOjM5KS4EG","Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix",71,"2019-12-06",0.79,0.88,7,-1.983,1,0.376,0.324,0,0.0829,0.857,175.013
"189",1,202000,"https://api.spotify.com/v1/tracks/05kcCyZEdDTVisZQH0EU6i","Laudate pueri (Psalm 112): Quis sicut Dominus",12,"2020-03-07",0.291,0.093,6,-21.356,0,0.047,0.93,8.05e-05,0.116,0.244,161.791
"190",1,189000,"https://api.spotify.com/v1/tracks/05mAIVLkIWc2d1UBYZBCp8","1999",68,"2018-10-05",0.739,0.742,7,-4.586,1,0.0329,0.0227,1.39e-06,0.229,0.659,124.016
"191",1,150866,"https://api.spotify.com/v1/tracks/05mDaV9Vb3wrzjF6OPZnhq","Saint-Tropez",81,"2019-09-06",0.617,0.684,0,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113
"192",1,224533,"https://api.spotify.com/v1/tracks/05MHAyxtazO0FYIMYREG6O","Un Viaje Largo",58,"2006-10-19",0.679,0.335,7,-8.21,1,0.0293,0.56,0,0.112,0.188,129.935
"193",1,226040,"https://api.spotify.com/v1/tracks/05nbZ1xxVNwUTcGwLbp7CN","Myself",70,"2017-02-24",0.749,0.398,5,-7.44,0,0.171,0.648,1.26e-06,0.115,0.0859,80.032
"194",1,200344,"https://api.spotify.com/v1/tracks/05NiTlbGwYmiJtyhsYIqzt","quit",52,"2016-06-24",0.75,0.631,1,-6.269,1,0.0669,0.0403,0,0.0913,0.54,98.04
"195",1,188066,"https://api.spotify.com/v1/tracks/05NYcsjJwOYq4jIiKPVj9p","Hard To Handle",68,"1990-02-13",0.593,0.786,4,-3.596,1,0.0446,0.00216,0.000667,0.311,0.955,103.761
"196",1,252773,"https://api.spotify.com/v1/tracks/05oETzWbd4SI33qK2gbJfR","Rhiannon",67,"1975-07-11",0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012
"197",1,171533,"https://api.spotify.com/v1/tracks/05oSjoXe7R0PBuzNifL49W","Manhattan",49,"1956-01-01",0.43,0.278,10,-11.064,1,0.0357,0.867,0,0.0892,0.415,113.579
"198",1,228093,"https://api.spotify.com/v1/tracks/05pdoheuKPSotkjMgIVX6I","Mirror",62,"2011-01-01",0.331,0.622,5,-7.291,0,0.092,0.858,0,0.104,0.388,64.468
"199",1,240165,"https://api.spotify.com/v1/tracks/05pKAafT85jeeNhZ6kq7HT","I Won't Give Up",68,"2012-01-03",0.585,0.303,4,-10.058,1,0.0398,0.694,0,0.115,0.142,136.703
"200",1,216000,"https://api.spotify.com/v1/tracks/05qCCJQJiOwvPQBb7akf1R","Jamie All Over",63,"2007-07-10",0.426,0.868,1,-3.702,1,0.047,6.54e-05,0,0.0723,0.402,149.042
"201",1,210226,"https://api.spotify.com/v1/tracks/05RgAMGypEvqhNs5hPCbMS","Panama - 2015 Remaster",72,"1984-01-04",0.527,0.978,8,-5.436,1,0.109,0.00124,4.75e-05,0.0744,0.463,141.169
"202",1,234506,"https://api.spotify.com/v1/tracks/05SBRd4fXgn8FX7bf8BCAE","I Need Your Love (feat. Ellie Goulding)",68,"2012-10-26",0.695,0.869,8,-5.066,1,0.0483,0.41,0,0.237,0.58,124.989
"203",1,241840,"https://api.spotify.com/v1/tracks/05Sgj1Hx03ZXc57gsV1kfX","It's Goin' Down (feat. Nitti)",64,"2006-06-06",0.888,0.577,1,-7.702,0,0.0612,0.0986,0,0.131,0.609,84.003
"204",1,120136,"https://api.spotify.com/v1/tracks/05t7JMip6JrLuSrMV5yYjX","Envy Me",71,"2018-12-13",0.556,0.481,11,-7.663,1,0.313,0.282,0,0.216,0.581,149.025
"205",1,226666,"https://api.spotify.com/v1/tracks/05uGBKRCuePsf43Hfm0JwX","Brain Damage",65,"1973-03-01",0.322,0.265,2,-13.398,1,0.0302,0.0726,0.34,0.366,0.207,133.577
"206",1,210279,"https://api.spotify.com/v1/tracks/05v5mPkLAOoa7M5tnXXOwq","Time",65,"2019-06-12",0.46,0.771,9,-7.088,0,0.328,0.518,0.000197,0.0774,0.296,88.83
"207",1,192040,"https://api.spotify.com/v1/tracks/05VHidqx1tV6V7MsCdAIby","Lucifer",53,"2003-11-14",0.551,0.927,6,-2.263,0,0.43,0.0508,0,0.0739,0.839,171.4
"208",1,238733,"https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0","Walking On Sunshine",76,"1985",0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902
"209",1,220813,"https://api.spotify.com/v1/tracks/05Z7jet4VDNVgNQWcYHnrk","Party",66,"2016-12-16",0.762,0.576,1,-4.951,0,0.0829,0.0556,0,0.0869,0.316,142.096
"210",1,263386,"https://api.spotify.com/v1/tracks/05ZACkzW8YbRq3eFgIfSNB","Springsteen",71,"2011-01-01",0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023
"211",1,303632,"https://api.spotify.com/v1/tracks/063l7zGPa1mOOirw9pqbrC","Hold on to Memories",48,"2020-03-06",0.555,0.64,10,-5.436,1,0.0252,0.00696,0,0.0816,0.485,149.924
"212",1,213440,"https://api.spotify.com/v1/tracks/063qow4RjDwBiTlZZx521P","Soy Quien Soy",61,"2016-11-18",0.772,0.77,2,-3.528,1,0.0431,0.157,0,0.0685,0.463,95.463
"213",1,198760,"https://api.spotify.com/v1/tracks/064SVQsmWl5EF0zahmzkQk","Let Your Love Flow",68,"1976-07-01",0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071
"214",1,254509,"https://api.spotify.com/v1/tracks/06cCziAHtDg6pcsidZHu03","Robbers",61,"2013",0.621,0.702,4,-6.845,1,0.0295,0.000332,1.49e-05,0.322,0.374,99.808
"215",1,194586,"https://api.spotify.com/v1/tracks/06EC9TibZK2mACTZ2usK1h","Live Wire",63,"1981",0.422,0.901,7,-6.655,0,0.0631,9.22e-05,6.78e-06,0.56,0.673,112.445
"216",1,245640,"https://api.spotify.com/v1/tracks/06EgH8BdWW9QRrlI6ZVQhW","El Amor Que Perdimos",57,"2010",0.796,0.82,8,-3.096,1,0.0357,0.025,1.44e-05,0.0788,0.885,126.03
"217",1,397986,"https://api.spotify.com/v1/tracks/06EJXsMGuxmLZvJaZE0U1d","The Secret Garden (Sweet Seduction Suite)",52,"1999-02-09",0.596,0.324,10,-13.817,0,0.0343,0.892,9.7e-05,0.184,0.355,127.956
"218",1,227026,"https://api.spotify.com/v1/tracks/06EL94D0TA27Ik0Ke5usbj","The Way",66,"2013-01-01",0.645,0.877,5,-3.208,0,0.113,0.294,0,0.0759,0.861,82.324
"219",1,307880,"https://api.spotify.com/v1/tracks/06FCvd7rrRcF3DdvWH5Isp","LUST.",63,"2017-04-14",0.678,0.562,3,-9.197,0,0.508,0.193,0,0.104,0.566,94.241
"220",1,180906,"https://api.spotify.com/v1/tracks/06gD2ZtK3Dzc1BYqWExQJJ","Broken Halos",70,"2017-05-05",0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388
"221",1,194653,"https://api.spotify.com/v1/tracks/06hDJt1VHCJbIAjEsOxziU","El Ultimo Contrabando",51,"2003",0.843,0.512,7,-7.853,1,0.0597,0.581,3.47e-06,0.034,0.981,106.203
"222",1,92162,"https://api.spotify.com/v1/tracks/06iMNM7Q9kX93yBKXb7K8H","Baby Boy - Homecoming Live",60,"2019-04-17",0.702,0.817,1,-8.644,1,0.102,0.00646,0,0.467,0.694,100.003
"223",1,155866,"https://api.spotify.com/v1/tracks/06ioYJ99HHjzRk8HrGfkKS","Drugs",70,"2019-01-18",0.883,0.415,6,-8.571,0,0.174,0.35,0,0.063,0.318,76.984
"224",1,101680,"https://api.spotify.com/v1/tracks/06jbGNWuWhf94to995WtKQ","For That",14,"2020-03-13",0.811,0.432,8,-6.028,1,0.169,0.0195,0.00751,0.29,0.51,85.003
"225",1,214240,"https://api.spotify.com/v1/tracks/06JmNnH3iXKENNRKifqu0v","Love Like This",65,"2018-06-22",0.637,0.129,2,-11.89,1,0.0405,0.903,0,0.107,0.368,139.742
"226",1,58426,"https://api.spotify.com/v1/tracks/06kzLX6bIpqKuzjQK1W8Td","Serenade in B-Flat Major, K. 361 ""Gran Partita"": Var. VI: Allegro",17,"2020-03-09",0.599,0.122,10,-18.492,1,0.0666,0.992,0.871,0.118,0.601,166.493
"227",1,214245,"https://api.spotify.com/v1/tracks/06LFFPPS7MylCZXps3cO4m","Who Shot Cupid?",69,"2019-03-08",0.758,0.932,3,-2.809,1,0.0372,0.0558,0,0.097,0.592,125.993
"228",1,266333,"https://api.spotify.com/v1/tracks/06LZcxlNSBZmYQGdgKTfzQ","Forget the Lies",49,"2014-12-16",0.484,0.64,6,-8.592,1,0.0283,0.0242,0,0.235,0.296,82.015
"229",1,166213,"https://api.spotify.com/v1/tracks/06mzeP9GQNSHWd1Nh2C5FM","MIDDLE OF THE NIGHT",64,"2019-12-06",0.737,0.764,0,-5.511,1,0.0947,0.111,0,0.0423,0.924,92.044
"230",1,259373,"https://api.spotify.com/v1/tracks/06o5sh1m0l9bL7XXdBM7OY","One More Chance - Hip Hop Radio Edit",0,"2020-03-13",0.893,0.856,6,-3.824,0,0.214,0.618,0,0.545,0.73,90.946
"231",1,184000,"https://api.spotify.com/v1/tracks/06OqjmL6WT7OPFjPvgiYM6","Xerxes, HWV 40, Act I: Ombra mai fu (Largo)",15,"2020-03-07",0.125,0.0592,3,-22.974,1,0.0422,0.976,0.922,0.104,0.0391,151.201
"232",1,237026,"https://api.spotify.com/v1/tracks/06p2Ij0lXD45LODQDCov0u","Rosas",59,"2004-05-10",0.783,0.693,9,-5.056,1,0.027,0.622,8.3e-06,0.109,0.528,106.991
"233",1,228682,"https://api.spotify.com/v1/tracks/06Pvy98db25O7wlfFFFIRM","Bon Bon Chocolat",70,"2019-03-18",0.719,0.828,6,-5.559,1,0.0613,0.0343,0,0.0747,0.634,139.927
"234",1,222467,"https://api.spotify.com/v1/tracks/06qUEhhx6jKQmhj2qAkn4H","Trying My Best",71,"2019-12-13",0.561,0.0587,5,-17.819,1,0.0762,0.95,0,0.0828,0.342,143.027
"235",1,183142,"https://api.spotify.com/v1/tracks/06scTb0zbkxYNgpAB3J9fN","B.I.T.C.H.",76,"2020-01-24",0.742,0.731,11,-4.362,0,0.306,0.0851,0,0.131,0.547,174.019
"236",1,193240,"https://api.spotify.com/v1/tracks/06t6JWrU05BxaKPtct2P2n","Up in Flames",50,"2011-10-24",0.638,0.244,10,-11.051,1,0.0301,0.233,0.0318,0.104,0.336,76.007
"237",1,214648,"https://api.spotify.com/v1/tracks/06TczyVQMeOMqxluosOSPr","iPhone X",34,"2019-03-15",0.725,0.529,1,-8.944,1,0.327,0.0292,0,0.125,0.362,179.964
"238",1,231400,"https://api.spotify.com/v1/tracks/06u5LrUpbosQlQ1QJFhPpG","Drew Barrymore",65,"2017-06-09",0.578,0.523,0,-5.538,0,0.0429,0.493,0,0.147,0.29,134.931
"239",1,215466,"https://api.spotify.com/v1/tracks/06UkYE0SZ3Y8zGRFOuWGAe","It's Always You - Vocal Version",60,"1956",0.499,0.0341,8,-22.31,1,0.0417,0.923,5.27e-05,0.131,0.31,81.735
"240",1,221894,"https://api.spotify.com/v1/tracks/06WnUZymWyJamDivTWqJZA","Drop The Game",68,"2013-11-22",0.559,0.67,7,-4.985,1,0.0474,0.592,0.000184,0.171,0.438,78.957
"241",1,490440,"https://api.spotify.com/v1/tracks/06x7dQk1h8cc94NKPWmIzt","Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco moto",0,"2020-03-14",0.179,0.0154,11,-30.397,1,0.0398,0.991,0.924,0.0821,0.0395,76.094
"242",1,213373,"https://api.spotify.com/v1/tracks/06Xh1KvQofFghlSt33mFjc","Wishful Thinking",65,"2019-06-28",0.644,0.661,4,-6.161,1,0.0332,0.144,1.54e-06,0.177,0.55,82.022
"243",1,207693,"https://api.spotify.com/v1/tracks/06XuHBFQejxy9jhNBaHEwx","1 Night (feat. Charli XCX)",54,"2017-07-14",0.864,0.602,8,-6.102,1,0.0513,0.268,5.97e-06,0.0732,0.596,113.027
"244",1,212253,"https://api.spotify.com/v1/tracks/06Y14QBRyzmPRqrswAfF4J","Drunk (feat. 6LACK)",55,"2019-04-26",0.89,0.617,0,-8.029,0,0.214,0.28,0,0.0906,0.383,80.358
"245",1,114580,"https://api.spotify.com/v1/tracks/06Y1L41OIMBdY1KE84FpnH","BULLETPROOF SHOWER CAP",50,"2019-07-01",0.726,0.735,10,-7.507,1,0.189,0.185,3.29e-06,0.368,0.539,77.511
"246",1,120000,"https://api.spotify.com/v1/tracks/06ZACMY8mZfRUUCW6yRCJo","GOSHA",58,"2020-03-06",0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975
"247",2,161746,"https://api.spotify.com/v1/tracks/06zWhIe6RBnOhtL5l1I2Qx","Piano Sonata No. 15 in D Major, Op. 28 ""Pastorale"": III. Scherzo. Allegro vivace",11,"2020-03-06",0.502,0.05,2,-26.617,1,0.0832,0.99,0.89,0.0638,0.299,83.807
"248",1,86685,"https://api.spotify.com/v1/tracks/071d0G7URj5Hmn2PPGvWnr","Patterns (lux) - Pt. 4",0,"2020-03-06",0.223,0.0262,7,-32.766,0,0.0422,0.879,0.846,0.112,0.135,71.388
